brand,id,category,type,dc_mm,shank_mm,ratio,classification
"ISCAR","EC040B12-3C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC040B12-3C06","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC050B14-3C05","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EC050B14-3C06","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC060B13-3C06R0.5","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060B13-3C06R1.0","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060B16-3C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060B16-3W06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC070B16-3C07","indexable_mill","end_mill",177.8,177.8,1,bad-diameter
"ISCAR","EC080B20-3C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-3C08R0.5","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-3C08R1","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-3C08R1.5","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-3C08R2","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-3W08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC090B20-3C09","indexable_mill","end_mill",228.6,228.6,1,bad-diameter
"ISCAR","EC100B22-3C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-3C10R0.5","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-3C10R1","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-3C10R1.5","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-3C10R2","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-3C10R3","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-3W10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC120B25-3C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-3C12R0.5","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-3C12R1","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-3C12R1.5","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-3C12R2","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-3C12R3","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-3W12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC140B25-3C14","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EC140B25-3W14","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EC160B32-3C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-3C16R0.5","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-3C16R1","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-3C16R2","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-3C16R3","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-3W16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC180B32-3C18","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","EC180B32-3W18","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","EC040B12-4C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC040B12-4C06","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC050B14-4C05","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EC050B14-4C06","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC060B16-4C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060B16-4C06R0.5","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060B16-4C06R1","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060B16-4W06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC070B16-4C07","indexable_mill","end_mill",177.8,177.8,1,bad-diameter
"ISCAR","EC080B20-4C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-4C08R0.5","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-4C08R1","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-4C08R1.5","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-4C08R2","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080B20-4W08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC090B20-4C09","indexable_mill","end_mill",228.6,228.6,1,bad-diameter
"ISCAR","EC100B22-4C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-4C10R0.5","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-4C10R1","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-4C10R1.5","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-4C10R2","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-4C10R3","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100B22-4W10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC120B25-4C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-4C12R0.5","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-4C12R1","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-4C12R1.5","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-4C12R2","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-4C12R3","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120B25-4W12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC140B25-4C14","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EC160B32-4C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-4C16R0.5","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-4C16R1","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-4C16R1.5","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-4C16R2","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-4C16R2.5","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-4C16R3","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160B32-4W16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC180B32-4C18","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","EC035A12-4C04","indexable_mill","end_mill",88.9,101.6,0.9,bad-diameter
"ISCAR","EC035A12-4C04R0.4","indexable_mill","end_mill",88.9,101.6,0.9,bad-diameter
"ISCAR","EC040A07-4C04R0.4","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC040A10-4C04R1.0","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC040A12-4C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC040A12-4C04R0.4","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC040A12-4C04R0.8","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC040A12-4C06","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC045A14-4C06","indexable_mill","end_mill",114.3,152.4,0.8,bad-diameter
"ISCAR","EC050A14-4C05","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EC050A14-4C05R0.5","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EC050A20-4C05R0.8","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EC050A14-4C06","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC060A16-4C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060A16-4C06R0.4","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060A16-4C06R0.8","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC060A16-4W06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC070A20-4C07","indexable_mill","end_mill",177.8,177.8,1,bad-diameter
"ISCAR","EC075A20-4C08","indexable_mill","end_mill",190.5,203.2,0.9,bad-diameter
"ISCAR","EC080A20-4C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080A20-4C08R0.8","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC080A20-4W08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC100A22-4C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC100A22-4W10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC120A25-4C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC120A25-4W12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC140A25-4C14","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EC140A32-4C14","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EC160A32-4C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160A32-4W16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC160A40-4C16-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC180A32-4C18","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","ECC035A12-4C04","indexable_mill","end_mill",88.9,101.6,0.9,bad-diameter
"ISCAR","ECC040A12-4C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","ECC050A14-4C05","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","ECC060A16-4C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECC080A20-4C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECC080A20-4W08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECC100A22-4C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECC100A22-4W10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECC120A25-4C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECC120A25-4W12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECC160A32-4C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECC160A32-4W16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-A4 04-12C04E50","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC-A4 04-30C04E75","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EC-A4 05-14C05E50","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EC-A4 05-40C05E100","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EC-A4 055-16C055E50","indexable_mill","end_mill",139.7,139.7,1,bad-diameter
"ISCAR","EC-A4 06-16C06E50","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A4 06-18C06E61","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A4 06-50C06E150","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A4 07-20C07E60","indexable_mill","end_mill",177.8,177.8,1,bad-diameter
"ISCAR","EC-A4 08-20C08E63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A4 08-20C08R.5E63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A4 08-20C08R1E63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A4 08-20C08R1.5E63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A4 08-20C08R2-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A4 08-24C08E69","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A4 08-50C08E150","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A4 09-20C09E60","indexable_mill","end_mill",228.6,228.6,1,bad-diameter
"ISCAR","EC-A4 10-22C10E72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 10-22C10R.5E72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 10-22C10R.8E72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 10-22C10R1E72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 10-22C10R1.5E72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 10-22C10R2E72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 10-30C10E81","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 10-60C10E150","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 12-22C12E73","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 12-22C12R.5E73","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 12-22C12R.8E73","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 12-22C12R1.5E73","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 12-22C12R1E73","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 12-22C12R2E73","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 12-36C12E94","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 12-75C12E150","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 14-25C14E83","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EC-A4 14-65C14E150","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EC-A4 16-25C16E82","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-A4 16-42C16E116","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-A4 16-48C16E116","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-A4 16-65C16E150","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-A4 18-65C18E150","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","EC-A2 040-60/10C6H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/12C6H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/16C6H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/20C6H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/25C6H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/30C6H70T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/35C6H75T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/40C6H80T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/10C6R010H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/10C6R020H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/10C6R030H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/10C6R050H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/10C6R100H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/12C6R010H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/12C6R020H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/12C6R030H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/12C6R050H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/12C6R100H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/16C6R010H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/16C6R020H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/16C6R030H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/16C6R050H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/16C6R100H55T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/20C6R010H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/20C6R020H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/20C6R030H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/20C6R050H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/20C6R100H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/25C6R010H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/25C6R020H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/25C6R030H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/25C6R050H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/25C6R100H60T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/30C6R010H70T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/30C6R020H70T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/30C6R030H70T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-60/30C6R050H70T","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-050/12C6R.2H55","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-050/12C6R.5H55","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-050/12C6R1.H55","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-050/20C6R.2H55","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-050/20C6R.3H55","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-050/20C6R.5H55","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/16C6H60","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 060-070/20C6R.3H60","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 060-070/20C6R.5H60","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 060-070/20C6R1.H60","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 060-070/20C6R1.5H60","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 060-070/20C6R2.H60","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 080-090/25C8R1.H60","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A2 080-090/25C8R2.H60","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A2 100-090/32C10R.3H70","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A2 100-110/32C10R.5H70","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A2 040-060/12C6M50","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/16C6M60","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/20C6M60","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/25C6M70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/30C6M70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/35C6M80","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/40C6M90","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/45C6M90","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 040-060/50C6M100","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 050-075/16C6M60","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A2 050-075/20C6M60","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A2 050-075/25C6M70","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A2 050-075/30C6M80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A2 050-075/35C6M80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A2 050-075/40C6M80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A2 050-075/50C6M110","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A2 060-090/20C6M80","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 060-090/30C6M90","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 060-090/40C6M100","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 060-090/50C6M110","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 035-10C06M45","indexable_mill","end_mill",88.9,152.4,0.6,bad-diameter
"ISCAR","EC-A2 040-11C06-45","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A2 045-11C06-45","indexable_mill","end_mill",114.3,152.4,0.8,bad-diameter
"ISCAR","EC-A2 050-13C06-50","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A2 055-13C06-50","indexable_mill","end_mill",139.7,152.4,0.9,bad-diameter
"ISCAR","EC-A2 060-13C06-50","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A2 065-16C08-60","indexable_mill","end_mill",165.1,203.2,0.8,bad-diameter
"ISCAR","EC-A2 070-16C08-60","indexable_mill","end_mill",177.8,203.2,0.9,bad-diameter
"ISCAR","EC-A2 075-16C08-60","indexable_mill","end_mill",190.5,203.2,0.9,bad-diameter
"ISCAR","EC-A2 080-19C08-64","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A2 085-19C10-70","indexable_mill","end_mill",215.9,254,0.8,bad-diameter
"ISCAR","EC-A2 090-19C10-70","indexable_mill","end_mill",228.6,254,0.9,bad-diameter
"ISCAR","EC-A2 095-19C10-70","indexable_mill","end_mill",241.3,254,1,bad-diameter
"ISCAR","EC-A2 100-22C10-70","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A2 110-22C12-75","indexable_mill","end_mill",279.4,304.8,0.9,bad-diameter
"ISCAR","EC-A2 120-26C12-75","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A2 150-26C16-90","indexable_mill","end_mill",381,406.4,0.9,bad-diameter
"ISCAR","EC-A2 160-32C16-100","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-A2 180-32C18-100","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","EC-A4 035-10C06-50","indexable_mill","end_mill",88.9,152.4,0.6,bad-diameter
"ISCAR","EC-A4 040-11C06-50","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-A4 045-11C06-50","indexable_mill","end_mill",114.3,152.4,0.8,bad-diameter
"ISCAR","EC-A4 050-13C06-50","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-A4 055-13C06-50","indexable_mill","end_mill",139.7,152.4,0.9,bad-diameter
"ISCAR","EC-A4 060-13C06-50","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-A4 065-16C08-63","indexable_mill","end_mill",165.1,203.2,0.8,bad-diameter
"ISCAR","EC-A4 070-16C08-63","indexable_mill","end_mill",177.8,203.2,0.9,bad-diameter
"ISCAR","EC-A4 075-16C08-63","indexable_mill","end_mill",190.5,203.2,0.9,bad-diameter
"ISCAR","EC-A4 080-19C08-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-A4 085-19C10-72","indexable_mill","end_mill",215.9,254,0.8,bad-diameter
"ISCAR","EC-A4 090-19C10-72","indexable_mill","end_mill",228.6,254,0.9,bad-diameter
"ISCAR","EC-A4 095-19C10-70","indexable_mill","end_mill",241.3,254,1,bad-diameter
"ISCAR","EC-A4 100-22C10-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-A4 105-22C12-75","indexable_mill","end_mill",266.7,304.8,0.9,bad-diameter
"ISCAR","EC-A4 110-22C12-75","indexable_mill","end_mill",279.4,304.8,0.9,bad-diameter
"ISCAR","EC-A4 115-22C12-75","indexable_mill","end_mill",292.1,304.8,1,bad-diameter
"ISCAR","EC-A4 120-26C12-73","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-A4 140-26C14-83","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EC-A4 150-26C16-92","indexable_mill","end_mill",381,406.4,0.9,bad-diameter
"ISCAR","EC-A4 160-32C16-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-A4 180-32C18-100","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","EC-A4 190-32C20-100","indexable_mill","end_mill",482.6,20,24.1,bad-diameter
