brand,id,category,type,dc_mm,shank_mm,ratio,classification
"ISCAR","EC-H7 12-24W12CF-M83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-36C12CF-M95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-36C12CFR0.6-M95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-36C12CFR1.6-M95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-36C12CFR2.0-M95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-36C12CFR2.5-M95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-36C12CFR3.0-M95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-36SL12CF-M95 (1)","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-48C12CF-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-48C12CFR0.6-M110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-48C12CFR1.6-M110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-48C12CFR2.0-M110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-48C12CFR2.5-M110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-48C12CFR3.0-M110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-48SL12CF-110 (1)","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-72C12CF-140","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 12-72C12CFR1.0-M140","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H7 16-32C16CF-M92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-32C16CFR.8M92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-32C16CFR1.6-M92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-32C16CFR2.0-M92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-32C16CFR2.5-M92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-32C16CFR3.0-M92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-32C16CFR4.0-M92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-32SL16CFR.8M92 (1)","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-32W16CF-M92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-48C16CF-M110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-48C16CFR0.8-M110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-48C16CFR1.6-M110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-48C16CFR2.0-M110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-48C16CFR2.5-M110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-48C16CFR3.0-M110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-48C16CFR4.0-M110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-48SL16CF-M110 (1)","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-64C16CF-131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-64C16CFR0.8-M131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-64C16CFR1.6-M131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-64C16CFR2.0-M131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-64C16CFR2.5-M131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-64C16CFR3.0-M131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-64C16CFR4.0-M131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-64SL16CF-131 (1)","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-96C16CF-175","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-96C16CFR1.0M175","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H7 16-96SL16CF-175 (1)","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 06-18C06CF-65","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECP-H7 06-18W06CF-65","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECP-H7 06-24C06CF-70","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECP-H7 06-24W06CF-70","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECP-H7 06-36C06CF-90","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECP-H7 06-36W06CF-90","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECP-H7 08-24C08CF-90","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECP-H7 08-24W08CF-90","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECP-H7 08-32C08CF-90","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECP-H7 08-32W08CF-90","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECP-H7 08-48C08CF-110","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECP-H7 10-30C10CF-85","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-30C10CFR0.5-85","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-30W10CFR0.5-85","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-30C10CFR1.6-85","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-30C10CFR2.0-85","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-30C10CFR2.5-85","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-30C10CFR3.0-85","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-40C10CF-100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-40C10CFR0.5-100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-40W10CFR0.5-100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-40C10CFR1.6-100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-40C10CFR2.0-100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-40C10CFR2.5-100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-40C10CFR3.0-100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-60C10CF-130","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-60C10CFR0.5-130","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 10-60C10CFR1.0-130","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECP-H7 12-36C12CF-95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-36C12CFR0.6-95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-36W12CFR0.6-95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-36C12CFR1.6-95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-36C12CFR2.0-95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-36C12CFR2.5-95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-36C12CFR3.0-95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-36C12CFR4.0-95","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-48C12CF-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-48C12CFR0.6-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-48W12CFR0.6-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-48C12CFR1.6-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-48C12CFR2.0-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-48C12CFR2.5-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-48C12CFR3.0-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-48C12CFR4.0-110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-72C12CF-140","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 12-72C12CFR1.0-140","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECP-H7 16-48C16CF-110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-48C16CFR0.8-110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-48C16CFR1.6-110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-48C16CFR2.0-110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-48C16CFR2.5-110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-48C16CFR3.0-110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-48C16CFR4.0-110","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-64C16CF-131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-64C16CFR0.8-131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-64W16CFR0.8-131","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-96C16CF-175","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECP-H7 16-96C16CFR1.0-175","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-E3 06-06/15C06R.4N50CE","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E3 08-08/20C08R.5N57CE","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E3 10-10/25C10R.7N65CE","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E3 12-12/30C12R1.N72CE","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E3 16-16/35C16R2.N83CE","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-E7 08-02C08R1.0N63CE","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E7 10-02C10R1.5N72CE","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E7 12-02C12R1.5N83CE","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H6 06-12C06CF-H57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-H8 08-16C08CF-H63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-H10 10-20C10CF-H72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-H10 10-20SL10CF-H72 (1)","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-H12 12-24C12CF-H83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H12 12-24SL12CF-H83 (1)","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-H16 16-32C16CF-H92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-H16 16-32SL16CF-H92 (1)","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H4M 04-08C06CFR0.2-57","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","ECK-H4M 04-08C06CFR0.5-57","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","ECK-H4M 05-10C06CFR0.2-57","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","ECK-H4M 06-12C06CFR0.2-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECK-H4M 06-12C06CFR0.5-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECK-H4M 06-12C06CFR1-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECK-H4M 06-12W06CFR0.2-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECK-H4M 08-16C08CFR0.4-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECK-H4M 08-16C08CFR0.5-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECK-H4M 08-16C08CFR1-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECK-H4M 08-16W08CFR0.4-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECK-H4 10-20SL10CFR.5-72C (1)","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H4 10-20SL10CFR0.5-72 (1)","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H4M 10-20C10CFR0.5-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H4M 10-20C10CFR1-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H4M 10-20C10CFR2-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H4M 10-20C10CFR3-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H4M 10-20W10CFR0.5-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H4 12-24SL12CFR0.6-83 (1)","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H4M 12-24C12CFR0.6-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H4M 12-24C12CFR1-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H4M 12-24C12CFR2-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H4M 12-24C12CFR3-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H4M 12-24W12CFR0.6-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H4 16-32SL16CFR.8-92C (1)","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H4M 16-32C16CFR0.8-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H4M 16-32C16CFR1-93","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H4M 16-32C16CFR2-93","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H4M 16-32C16CFR3-93","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H4M 16-32C16CFR4-93","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H4M 16-32W16CFR0.8-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H7 06-13C06CFR0.2T57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECK-H7 06-13W06CFR0.2T57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECK-H7 08-19C08CFR0.4T63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECK-H7 08-19W08CFR0.4T63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECK-H7 10-22C10CFR0.5T72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H7 10-22W10CFR0.5T72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECK-H7 12-26C12CFR0.6T83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H7 12-26SL12CFR0.6T83 (1)","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H7 12-26W12CFR0.6T83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECK-H9 16-32C16CFR0.8T92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H9 16-32SL16CFR0.8T92 (1)","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECK-H9 16-32W16CFR0.8T92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EFS-E44 06-14C06CF57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EFS-E44 06-14W06CF57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EFS-E44 08-18C08CF63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EFS-E44 08-18W08CF63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EFS-E44 10-22C10CF72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EFS-E44 10-22W10CF72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EFS-E44 12-26C12CF83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EFS-E44 12-26W12CF83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EFS-E44 14-30C14CF83","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EFS-E44 14-30W14CF83","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EFS-E44 16-34C16CF92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EFS-E44 16-34W16CF92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","FS-B44 04-10C06-57","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","FS-B44 05-12C06-57","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","FS-B44 06-14/20C06-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","FS-B44 06-14/20W06-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","FS-B44 06-14C06-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","FS-B44 06-14W06-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","FS-B44 08-18/26C08-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","FS-B44 08-18/26W08-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","FS-B44 08-18C08-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","FS-B44 08-18W08-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","FS-B44 10-22/32C10-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","FS-B44 10-22/32SL10-72 (1)","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","FS-B44 10-22/32W10-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","FS-B44 10-22C10-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","FS-B44 10-22SL10-72 (1)","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","FS-B44 10-22SL10-72C (1)","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","FS-B44 10-22W10-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","FS-B44 12-26/38C12-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","FS-B44 12-26/38SL12-83 (1)","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","FS-B44 12-26/38W12-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","FS-B44 12-26C12-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","FS-B44 12-26SL12-83 (1)","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","FS-B44 12-26SL12-83C (1)","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","FS-B44 12-26W12-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","FS-B44 14-30C14-83","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","FS-B44 14-30W14-83","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","FS-B44 16-34/50C16-100","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","FS-B44 16-34/50W16-100","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","FS-B44 16-34C16-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","FS-B44 16-34W16-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-E4M 06-12C06CF-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E4M 06-12C06CFR0.5-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E4M 06-12C06CFR1-57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E4M 08-16C08CF-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4M 08-16C08CFR0.5-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4M 08-16C08CFR1-63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4M 10-20C10CF-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4M 10-20C10CFR0.5-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4M 10-20C10CFR1-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4M 10-20C10CFR2-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4M 10-20C10CFR3-72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4M 12-24C12CF-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4M 12-24C12CFR0.5-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4M 12-24C12CFR1-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4M 12-24C12CFR2-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4M 12-24C12CFR3-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4M 12-24W12CF-83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4M 16-32C16CF-100","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-E4M 16-32C16CFR1-100","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-E4M 16-32C16CFR2-100","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-E4M 16-32C16CFR3-100","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-E4M 16-32W16CF-100","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EC-E4L 04-10/14C06CF57","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EC-E4L 05-12/17C06CF57","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EC-E4L 06-14/20C06CFR0.2","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E4L 06-14/20C06CFR0.5","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E4L 06-14/20C06CFR1","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E4L 06-14/20C06CF57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E4L 06-14/20W06CF57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EC-E4L 08-18/26C08CFR0.3","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4L 08-18/26C08CFR0.5","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4L 08-18/26C08CFR1","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4L 08-18/26C08CFR1.5","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4L 08-18/26C08CFS63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4L 08-18/26C08CF63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4L 08-18/26W08CF63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EC-E4L 10-22/32C10CFR0.5","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4L 10-22/32C10CFR1","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4L 10-22/32C10CFR1.5","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4L 10-22/32C10CFR2","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4L 10-22/32C10CFR3","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4L 10-22/32C10CFS72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4L 10-22/32C10CF72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4L 10-22/32W10CF72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EC-E4L 12-26/38C12CFR0.5","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4L 12-26/38C12CFR1","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4L 12-26/38C12CFR1.5","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4L 12-26/38C12CFR2","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4L 12-26/38C12CFR3","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4L 12-26/38C12CFR4","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4L 12-26/38C12CFS83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EC-E4L 12-26/38C12CF83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
