brand,type,designation,taper,bore_min_mm,bore_max_mm,body_dia_mm,gauge_mm,overall_mm,source
HAIMER,shrink_fit,.03,HSK-A63,3,3,9,2.76,,haimer-holder-catalog
HAIMER,shrink_fit,.04,HSK-A63,4,4,10,2.76,,haimer-holder-catalog
HAIMER,shrink_fit,.05,HSK-A63,5,5,11,2.76,,haimer-holder-catalog
HAIMER,shrink_fit,.06,HSK-A63,6,6,12,2.76,61,haimer-holder-catalog
HAIMER,shrink_fit,.08,HSK-A63,8,8,14,2.76,61,haimer-holder-catalog
HAIMER,shrink_fit,—,HSK-A63,4.76,4.76,9.91,,14.99,haimer-holder-catalog
HAIMER,shrink_fit,.1/4Z,HSK-A63,6.35,6.35,26.92,130.05,36.07,haimer-holder-catalog
HAIMER,shrink_fit,.5/16Z,HSK-A63,7.94,7.94,26.92,130.05,36.07,haimer-holder-catalog
HAIMER,shrink_fit,.3/8Z,HSK-A63,9.52,9.52,32,130.05,41.91,haimer-holder-catalog
HAIMER,shrink_fit,.7/16Z,HSK-A63,11.11,11.11,32,130.05,41.91,haimer-holder-catalog
HAIMER,shrink_fit,.1/2Z,HSK-A63,12.7,12.7,32,130.05,46.99,haimer-holder-catalog
HAIMER,shrink_fit,.5/8Z,HSK-A63,15.88,15.88,34.04,130.05,50.04,haimer-holder-catalog
HAIMER,shrink_fit,.3/4Z,HSK-A63,19.05,19.05,41.91,130.05,52.07,haimer-holder-catalog
HAIMER,shrink_fit,–.1/8Z,HSK-A63,3.17,3.17,8.89,100.08,25.4,haimer-holder-catalog
HAIMER,shrink_fit,.3/16Z.3/16Z,HSK-A63,4.76,4.76,10.92,100.08,25.4,haimer-holder-catalog
HAIMER,shrink_fit,.1/4Z.1/4Z,HSK-A63,6.35,6.35,11.94,100.08,25.4,haimer-holder-catalog
HAIMER,shrink_fit,.3/8Z.3/8Z,HSK-A63,9.52,9.52,16,100.08,48.01,haimer-holder-catalog
HAIMER,shrink_fit,.1/2Z.1/2Z,HSK-A63,12.7,12.7,18.03,100.08,48.01,haimer-holder-catalog
HAIMER,shrink_fit,.10,HSK-A63,10,10,16,48,,haimer-holder-catalog
HAIMER,shrink_fit,.12,HSK-A63,12,12,18,48,,haimer-holder-catalog
HAIMER,shrink_fit,.1/4z,HSK-A63,6.35,6.35,27,76.2,35.99,haimer-holder-catalog
HAIMER,shrink_fit,1) .5/16z1),HSK-A63,7.94,7.94,27,76.2,35.99,haimer-holder-catalog
HAIMER,shrink_fit,.3/8z,HSK-A63,9.52,9.52,30.99,76.2,43,haimer-holder-catalog
HAIMER,shrink_fit,.7/16z,HSK-A63,11.11,11.11,32,76.2,43,haimer-holder-catalog
HAIMER,shrink_fit,.1/2z,HSK-A63,12.7,12.7,33.02,76.2,48.01,haimer-holder-catalog
HAIMER,shrink_fit,.5/8z,HSK-A63,15.88,15.88,35.99,76.2,51,haimer-holder-catalog
HAIMER,shrink_fit,.3/4z,HSK-A63,19.05,19.05,41,76.2,51,haimer-holder-catalog
HAIMER,shrink_fit,.1z,HSK-A63,25.4,25.4,51.99,76.2,49.02,haimer-holder-catalog
HAIMER,shrink_fit,.1z.5.i,HSK-A63,25.4,25.4,46,69.85,46.99,haimer-holder-catalog
HAIMER,shrink_fit,HAIMER-HSK-A63-shrink_fit-19.05,HSK-A63,19.05,19.05,43.43,1.9,16.99,haimer-holder-catalog
HAIMER,shrink_fit,HAIMER-HSK-A63-shrink_fit-25.4,HSK-A63,25.4,25.4,54.99,2.54,16.99,haimer-holder-catalog
HAIMER,shrink_fit,.1/4Z.4,PSC,6.35,6.35,26.92,130.05,36.07,haimer-holder-catalog
HAIMER,shrink_fit,HAIMER-PSC-shrink_fit-7.94,PSC,7.94,7.94,26.92,,36.07,haimer-holder-catalog
HAIMER,shrink_fit,.1/2Z,PSC,12.7,12.7,32,130.05,46.99,haimer-holder-catalog
HAIMER,shrink_fit,.4 .5/8Z.4,PSC,15.88,15.88,34.04,130.05,50.04,haimer-holder-catalog
HAIMER,shrink_fit,.3/4Z.4,PSC,19.05,19.05,41.91,130.05,52.07,haimer-holder-catalog
HAIMER,shrink_fit,HAIMER-PSC-shrink_fit-22.22,PSC,22.22,22.22,41.91,,52.07,haimer-holder-catalog
HAIMER,shrink_fit,.1Z.4,PSC,25.4,25.4,53.09,130.05,57.91,haimer-holder-catalog
HAIMER,shrink_fit,HAIMER-PSC-shrink_fit-3.0,PSC,3,3,10,,9,haimer-holder-catalog
HAIMER,shrink_fit,HAIMER-PSC-shrink_fit-4.0,PSC,4,4,10,,12,haimer-holder-catalog
HAIMER,shrink_fit,HAIMER-PSC-shrink_fit-5.0,PSC,5,5,10,,15,haimer-holder-catalog
HAIMER,shrink_fit,.06,PSC,6,6,27,160,36,haimer-holder-catalog
HAIMER,shrink_fit,.12,PSC,12,12,32,160,47,haimer-holder-catalog
HAIMER,shrink_fit,.14,PSC,14,14,34,160,47,haimer-holder-catalog
HAIMER,shrink_fit,.16,PSC,16,16,34,160,50,haimer-holder-catalog
HAIMER,shrink_fit,.18,PSC,18,18,42,160,50,haimer-holder-catalog
HAIMER,shrink_fit,.20,PSC,20,20,42,160,52,haimer-holder-catalog
HAIMER,shrink_fit,.25,PSC,25,25,53,160,58,haimer-holder-catalog
HAIMER,shrink_fit,32,PSC,32,32,53,160,58,haimer-holder-catalog
HAIMER,shrink_fit,.06.3—,PSC,6,6,53,130,36,haimer-holder-catalog
HAIMER,shrink_fit,.16.3.16.37,PSC,16,16,53,130,50,haimer-holder-catalog
HAIMER,shrink_fit,.20.3.20.37,PSC,20,20,53,130,52,haimer-holder-catalog
