tool_id,brand,tool_type,material,source_file
AMPC-60714H-075C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60714H-075F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60714H-20CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60714H-20FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60714S-075F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60714S-20FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60715H-075C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60715H-075F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60715H-20CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60715H-20FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60715S-075F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60715S-20FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60716H-075C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60716H-075F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60716H-20CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60716H-20FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60716S-075F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60716S-20FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60717H-075C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60717H-075F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60717H-20CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60717H-20FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60717S-075F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60717S-20FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60718H-100C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60718H-100F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60718H-25CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60718H-25FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60718S-100F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60718S-25FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60720H-100C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60720H-100F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60720H-25CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60720H-25FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60720S-100F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60720S-25FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60722H-100C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60722H-100F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60722H-25CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60722H-25FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60722S-100F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60722S-25FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60724H-100C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60724H-100F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60724H-25CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60724H-25FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60724S-100F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60724S-25FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60726H-125C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60726H-125F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60726H-32CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60726H-32FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60726S-125F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60726S-32FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60729H-125C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60729H-125F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60729H-32CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60729H-32FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60729S-125F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60729S-32FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60732H-150C,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60732H-150F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60732H-40CM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60732H-40FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60732S-150F,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-60732S-40FM,Allied Machine,drill,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-.453,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-.453LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-0014,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-0014LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-0015,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-0015LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-11,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-11.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-11.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C111P-11LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C112P-.484,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C112P-.484LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C112P-0016,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C112P-0016LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C112P-12,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C112P-12.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C112P-12.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C112P-12LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-.515,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-.515LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-.546,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-.546LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-0017,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-0017LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-13,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-13.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-13.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C113P-13LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-.578,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-.578LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-0018,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-0018LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-14,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-14.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-14.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-14.8,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-14.8LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C114P-14LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-.609,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-.609LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-.618,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-.618LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-0019,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-0019LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-0020,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-0020LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-15,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-15.25,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-15.25LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-15.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-15.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C115P-15LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-.640,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-.640LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-0021,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-0021LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-16,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-16.08,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-16.08LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-16.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-16.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C116P-16LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-.671,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-.671LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-.703,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-.703LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-0022,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-0022LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-17,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-17.1,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-17.1LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-17.2,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-17.2LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-17.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-17.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C117P-17LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-.734,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-.734LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-.758,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-.758LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-.765,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-.765LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-0023,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-0023LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-0024,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-0024LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-0025,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-0025LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-18,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-18.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-18.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-18LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-19,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-19.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-19.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-19.8,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-19.8LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C118P-19LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-.796,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-.796LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-.859,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-.859LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-0026,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-0026LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-0027,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-0027LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-20,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-20.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-20.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-20LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-21,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-21.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-21.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C120P-21LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-.890,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-.890LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-.921,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-.921LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-0028,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-0028LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-0029,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-0029LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-0030,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-0030LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-22,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-22LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-23,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C122P-23LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-0031,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-0031LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-0100,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-0100LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-1.008,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-1.008LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-1.015,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-1.015LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-24,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-24LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-25,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C124P-25LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-0101,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-0101LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-0102,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-0102LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-0103,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-0103LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-0104,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-0104LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-1.046,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-1.046LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-1.109,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-1.109LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-26,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-26LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-27,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-27LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-28,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C126P-28LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-0105,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-0105LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-0106,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-0106LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-0107,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-0107LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-0108,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-0108LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-29,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-29LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-30,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-30.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-30.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-30LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-31,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C129P-31LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-0109,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-0109LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-0110,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-0110LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-0111,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-0111LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-0112,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-0112LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-32,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-32.15,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-32.15LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-32.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-32.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-32LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-33,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-33.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-33.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-33LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-34,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-34.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-34.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-34LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-35,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C132P-35LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-.453,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-.453AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-.453CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-.453LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-0014,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-0014AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-0014CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-0014LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-0015,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-0015AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-0015CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-0015LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-11,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-11.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-11.5AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-11.5CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-11.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-11AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-11CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C211P-11LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-.484,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-.484AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-.484CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-.484LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-0016,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-0016AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-0016CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-0016LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-12,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-12.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-12.5AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-12.5CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-12.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-12AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-12CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C212P-12LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.515,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.515AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.515CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.515LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.5200,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.546,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.546AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.546CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-.546LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-0017,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-0017AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-0017CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-0017LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13.20,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13.5,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13.5AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13.5CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13.5LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C213P-13LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C214P-.578,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C214P-.578AS,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C214P-.578CI,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
AMPC-7C214P-.578LR,Allied Machine,insert,carbide,AMPC_US-EN_Catalog
