tool_id,brand,tool_type,material,source_file
corpus:Tungaloy:C6SRKIN6X80,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SRKIN8X80,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SVJCR/L45065-16(1),Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SVJCR/L45065-16N(2),Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SVVCN00100-16,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SVVCN00100-16N,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SVVCN00100-16N(2),Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SVVCN00140-16,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SVVCN00140-16N,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6SVVCN00140-16N(2),Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6TDX200L101-3,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6TDX250L121-3,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6TDX300L139-3,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6TDX350L159-3,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6TDX400L177-3,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6TLA15M063R03L100,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C6TLA15M080R04L110,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8ABB25-60,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8ABB40-72,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8ADCATI50X100ADB,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8ADSKA50X70ADB,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8ASHR/L32-1,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8MAXIN20X95,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8MAXIN32X115,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SCA25.4-090,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SCA31.75-090,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM16X100C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM16X50C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM22X100C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM22X50C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM25.4X50C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM27X100C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM27X50C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM31.75X50C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM32X100C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM32X50C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM38.1X50C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:C8SEM40X60C,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:CAER/L-3T16,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:CAER/L-4T16,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:CAER/L-5T20,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:CAER/L-6T20,Tungaloy,end_mill,carbide,corpus:tungaloy-tooling-extracted.json
corpus:Tungaloy:CCGT060200FL,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060200FN,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060200FR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060200L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060200R,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060201FL,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060201FN,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060201FR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060201M,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060201N,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202-AL,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202F,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202FL,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202FN,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202FR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202M,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202N,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060202R,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204-AL,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204-HP,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204-HS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204-NS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204F,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204FN,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204M,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204N,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT060204R,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT120402-AL,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT120404-AL,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGT120408-AL,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060200-DIA,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060202,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060202-DIA,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060202-L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060202-LC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060202-LF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060204,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060204-DIA,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060204-L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060204-LC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060204-LF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060204SR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060208,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060208-L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060208-LC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060208-LF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCGW060208SR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060202-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060202-DIA,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060202-PF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060202-PS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060202-PSF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060202-TM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060202-TSF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-CM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-DIA,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-PF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-PM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-PS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-PSF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-PSS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-SW,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-TM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060204-TSF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-CM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-PF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-PM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-PS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-PSS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-SW,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-TM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT060208-TSF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120404-CM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120404-PS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120404-PSS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120408-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120408-CM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120408-PM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120408-PS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120408-PSS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120412-PM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120412-PS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMT120412-PSS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMW060202,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMW060204,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CCMW060208,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120402,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120402-L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120402-LC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120402-LF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120402-QBN,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404-DIA,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404-H,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404-L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404-LC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404-LF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404-LT,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404-QBN,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404F,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404FW,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404HC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120404SR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408-DIA,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408-H,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408-L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408-LC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408-LF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408-LT,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408-QBN,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408F,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408FW,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408HC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120408SR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412-H,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412-L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412-LC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412-LF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412-LT,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412-QBN,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412FW,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412HC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120412SR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120416,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120416-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120416-LT,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120416HC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120416SR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120420,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120420-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120420-LT,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120420HC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120420SR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120424,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120424HC,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGA120424SR,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG090302-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG090304-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG090308-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120402-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120404-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120404-HP,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120404-HS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120404L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120404R,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120408-,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120408-HF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120408-HM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120408-HP,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120408-HS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120408FW,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120408L,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120408R,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120412-HF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120412-HM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGG120412-HS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120404-HP,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120404-HS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120408-HF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120408-HM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120408-HP,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120408-HS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120408FW,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120412-HF,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120412-HM,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120412-HP,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120412-HS,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGM120412FW,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN090308,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN090312,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120404,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120408,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120408-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120412,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120412-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120412-T1,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120416,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120420,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120708,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120708-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120712,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120712-E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120716,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120716-T1,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNGN120720,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNMA090404E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNMA090408E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNMA090412E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNMA090416E,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNMA120404,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNMA120404W,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
corpus:Tungaloy:CNMA120408,Tungaloy,turning_tool,carbide,corpus:tungaloy-turning-extracted.json
