tool_id,brand,tool_type,grade_name,iso,toolpath,op,cut,strategy,dia_in,flutes,vc_sfm,rpm,fz_in,feed_ipm,ap_in,ae_in,coolant,css,hb_min,hb_max,flute_source,source_file
ADD-Accupro-ACCU-0.0070,Accupro,end_mill,Copper (N),N,HEM Adaptive,milling,roughing,adaptive,0.007,4,838,456900,0.0017,3108.36,0.014,0.0007,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070,Accupro,end_mill,Copper (N),N,Trochoidal,milling,roughing,trochoidal,0.007,4,898,489536,0.0018,3607.92,0.0175,0.0006,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070,Accupro,end_mill,Copper (N),N,Slot,milling,roughing,slot,0.007,4,479,261086,0.0013,1332.16,0.0035,0.007,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070,Accupro,end_mill,Copper (N),N,Ramp,milling,roughing,plunge,0.007,4,419,228450,0.0007,647.57,0.007,0.0035,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070,Accupro,end_mill,Copper (N),N,Semi,milling,semi_finishing,conventional,0.007,4,656,357652,0.0011,1577.05,0.007,0.0035,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070,Accupro,end_mill,Copper (N),N,Finish,milling,finishing,conventional,0.007,4,755,411299,0.0008,1295.43,0.007,0.0051,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070,Accupro,end_mill,Copper (N),N,HSM,milling,finishing,hsm,0.007,4,981,534689,0.0008,1684.06,0.0011,0.0035,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Rough,milling,roughing,conventional,0.007,4,1198,652714,0.0014,3700.43,0.007,0.0035,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,HEM Adaptive,milling,roughing,adaptive,0.007,4,1677,913800,0.0017,6216.72,0.014,0.0007,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Trochoidal,milling,roughing,trochoidal,0.007,4,1796,979071,0.0018,7215.83,0.0175,0.0006,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Slot,milling,roughing,slot,0.007,4,958,522171,0.0013,2664.31,0.0035,0.007,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Ramp,milling,roughing,plunge,0.007,4,838,456900,0.0007,1295.15,0.007,0.0035,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Semi,milling,semi_finishing,conventional,0.007,4,1312,715303,0.0011,3154.09,0.007,0.0035,mist,0,30,150,record,Accupro_catalog
